timestamp,wind_speed,rotor_speed,temperature,air_density,turbine_status,energy_output_kw
2024-01-01T00:00:00,9.129955954781195,14.280276615164578,9.077247697411824,1.2529895223965521,Operational,
2024-01-01T01:00:00,9.090828347303374,16.39908404519102,16.6251911633218,1.1887128093423267,Operational,
2024-01-01T02:00:00,8.761997246036232,15.158685983872779,22.17873820974023,1.178838337694455,Operational,1906.910231005748
2024-01-01T03:00:00,5.912820470741799,10.65784442738953,14.480609419342205,1.205333059383632,Operational,1519.0247086687316
2024-01-01T04:00:00,3.652488881005233,13.55376371256153,8.538648782861108,1.2441204873092027,Operational,1376.3570457614555
2024-01-01T05:00:00,3.970813625438674,8.666413015305501,5.336544927205027,1.2574354943794823,Operational,1072.7710628972172
2024-01-01T06:00:00,5.814503925687557,14.063449873392262,0.7752484738448651,1.2786815874929887,Operational,1306.9454303882883
2024-01-01T07:00:00,7.267736702667787,16.458748586197988,19.476511154985772,1.238352513293463,Operational,1539.9172082859907
2024-01-01T08:00:00,5.932712738490819,12.634102402436575,11.803480378704009,1.1860847637298844,Operational,1337.0455075332457
2024-01-01T09:00:00,5.498959872271607,16.606569686842715,9.943874435517907,1.256033604877534,Maintenance,1335.9566141030218
2024-01-01T10:00:00,4.091458022537308,10.95713397893239,12.083575751477678,1.247959003961422,Operational,1157.4194729601836
2024-01-01T11:00:00,10.377942700160865,17.833329788656254,14.394816686112424,1.2590945744813156,Operational,1918.027371087862
2024-01-01T12:00:00,7.714758028790815,13.863443318730779,8.02425744632492,1.2534883640116103,Operational,1600.6030297728435
2024-01-01T13:00:00,8.719401519379288,14.48457069636322,17.614070358884767,1.2660241090598683,Operational,1844.4320525093194
2024-01-01T14:00:00,11.130088014000716,24.273365661968942,6.1346685312086935,1.2263045525105418,Operational,2168.2845098033326
2024-01-01T15:00:00,6.577956192259824,9.429830255279178,4.667233146648328,1.2973488942176867,Maintenance,1366.469399988246
2024-01-01T16:00:00,8.12992549635763,20.701100171339803,23.456499842820783,1.1464887640054773,Operational,1764.2788049709904
2024-01-01T17:00:00,5.594322958332125,15.510828053630616,13.266104803215711,1.2010625689168262,Maintenance,1489.4421587446216
2024-01-01T18:00:00,14.4272901904286,19.31671871738343,10.386667856671016,1.2478376609576893,Maintenance,2877.5414413600097
2024-01-01T19:00:00,10.236192139475087,20.74954569854329,5.221758872054292,1.2719141902988,Operational,2241.070164387847
2024-01-01T20:00:00,7.0096647885751775,12.613840717324017,6.900933783211249,1.2555292872641912,Operational,1551.3862762153844
2024-01-01T21:00:00,6.3822833127411585,10.390255613995695,10.685396827146814,1.2742161199238293,Operational,1584.6729215499035
2024-01-01T22:00:00,6.088044274056033,9.384975681158178,21.02395793149613,1.187230853382334,Startup,1534.4366212580956
2024-01-01T23:00:00,8.716090255001356,12.974705378343403,17.289838541696703,1.200528027874089,Operational,1933.3430736942128
2024-01-02T00:00:00,9.447584886606643,12.197852160807328,18.54904111153477,1.2486298741206523,Operational,1858.9801522780324
2024-01-02T01:00:00,9.608634270390322,17.802824695563743,10.363658581513977,1.2208924410803716,Startup,2084.001193855764
2024-01-02T02:00:00,2.359932111043067,8.564363799177153,9.818326726716865,1.2342418061847438,Operational,909.3092236976668
2024-01-02T03:00:00,11.87216656651169,16.452233521521404,-0.22874721106712315,1.2765922269734318,Operational,2244.949167399494
2024-01-02T04:00:00,13.553481009623653,22.402354710755777,10.142721364116058,1.1850851377730773,Operational,2457.6384731636517
2024-01-02T05:00:00,5.889407088110597,11.952772298195498,15.695613641665583,1.279039036277731,Operational,1322.335294059877
2024-01-02T06:00:00,10.148152596179354,17.213636271779276,10.470136695474869,1.2273218274078075,Operational,1797.2662123006269
2024-01-02T07:00:00,10.144115042919069,14.510579331944141,16.939023503771487,1.2361893975819451,Maintenance,1757.7917759706988
2024-01-02T08:00:00,9.27427926901131,12.302812396708022,16.277990581034327,1.1884534980029042,Operational,1744.4409367761996
2024-01-02T09:00:00,7.983885722668771,12.347858593751049,9.404650873082275,1.2844508265553776,Operational,1559.506361011147
2024-01-02T10:00:00,5.757095819467896,15.056665803518078,15.462432763083239,1.240390088444603,Startup,1261.545454552112
2024-01-02T11:00:00,11.240476141835112,20.30748054324579,26.674511877700958,1.132956288433418,Operational,2063.252247048516
2024-01-02T12:00:00,4.561234187411344,9.675336693004013,4.260234601553677,1.1968766612052868,Operational,1152.4629795704652
2024-01-02T13:00:00,11.62174440679155,19.130378761746492,15.831554752664243,1.2553948254858271,Operational,2198.5572330888704
2024-01-02T14:00:00,20.82874077009511,24.54970288655685,16.53234735495454,1.2241788551963624,Operational,3334.1669456180857
